Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (dBm)
16046, 2/9/2023, 11:54:09.132,#NAME?
16047, 2/9/2023, 11:54:09.254,NaN
16048, 2/9/2023, 11:54:09.384,NaN
16049, 2/9/2023, 11:54:09.506,NaN
16050, 2/9/2023, 11:54:09.629,NaN
16051, 2/9/2023, 11:54:09.752,NaN
16052, 2/9/2023, 11:54:09.880,NaN
16053, 2/9/2023, 11:54:09.911,NaN
16054, 2/9/2023, 11:54:09.942,-83.639
16055, 2/9/2023, 11:54:09.973,NaN
16056, 2/9/2023, 11:54:10.009,NaN
16057, 2/9/2023, 11:54:10.122,NaN
16058, 2/9/2023, 11:54:10.245,NaN
16059, 2/9/2023, 11:54:10.369,NaN
16060, 2/9/2023, 11:54:10.496,NaN
16061, 2/9/2023, 11:54:10.619,NaN
16062, 2/9/2023, 11:54:10.741,NaN
16063, 2/9/2023, 11:54:10.864,NaN
16064, 2/9/2023, 11:54:10.992,NaN
16065, 2/9/2023, 11:54:11.023,NaN
16066, 2/9/2023, 11:54:11.145,NaN
16067, 2/9/2023, 11:54:11.266,NaN
16068, 2/9/2023, 11:54:11.394,NaN
16069, 2/9/2023, 11:54:11.516,NaN
16070, 2/9/2023, 11:54:11.638,NaN
16071, 2/9/2023, 11:54:11.760,NaN
16072, 2/9/2023, 11:54:11.890,NaN
16073, 2/9/2023, 11:54:11.921,NaN
16074, 2/9/2023, 11:54:11.951,NaN
16075, 2/9/2023, 11:54:11.982,NaN
16076, 2/9/2023, 11:54:12.018,NaN
16077, 2/9/2023, 11:54:12.128,NaN
16078, 2/9/2023, 11:54:12.249,NaN
16079, 2/9/2023, 11:54:12.371,NaN
16080, 2/9/2023, 11:54:12.499,NaN
16081, 2/9/2023, 11:54:12.622,NaN
16082, 2/9/2023, 11:54:12.745,NaN
16083, 2/9/2023, 11:54:12.867,NaN
16084, 2/9/2023, 11:54:12.994,#NAME?
16085, 2/9/2023, 11:54:13.026,NaN
16086, 2/9/2023, 11:54:13.148,NaN
16087, 2/9/2023, 11:54:13.271,NaN
16088, 2/9/2023, 11:54:13.398,NaN
16089, 2/9/2023, 11:54:13.520,NaN
16090, 2/9/2023, 11:54:13.644,NaN
16091, 2/9/2023, 11:54:13.767,#NAME?
16092, 2/9/2023, 11:54:13.869,NaN
16093, 2/9/2023, 11:54:13.992,NaN
16094, 2/9/2023, 11:54:14.024,NaN
16095, 2/9/2023, 11:54:14.144,NaN
16096, 2/9/2023, 11:54:14.273,NaN
16097, 2/9/2023, 11:54:14.395,#NAME?
16098, 2/9/2023, 11:54:14.518,NaN
16099, 2/9/2023, 11:54:14.642,NaN
16100, 2/9/2023, 11:54:14.772,NaN
16101, 2/9/2023, 11:54:14.895,NaN
16102, 2/9/2023, 11:54:14.925,NaN
16103, 2/9/2023, 11:54:14.956,NaN
16104, 2/9/2023, 11:54:14.992,NaN
16105, 2/9/2023, 11:54:15.043,NaN
16106, 2/9/2023, 11:54:15.165,NaN
16107, 2/9/2023, 11:54:15.288,NaN
16108, 2/9/2023, 11:54:15.416,NaN
16109, 2/9/2023, 11:54:15.540,NaN
16110, 2/9/2023, 11:54:15.662,NaN
16111, 2/9/2023, 11:54:15.785,NaN
16112, 2/9/2023, 11:54:15.913,NaN
16113, 2/9/2023, 11:54:15.944,NaN
16114, 2/9/2023, 11:54:15.975,NaN
16115, 2/9/2023, 11:54:16.005,NaN
16116, 2/9/2023, 11:54:16.106,NaN
16117, 2/9/2023, 11:54:16.229,NaN
16118, 2/9/2023, 11:54:16.353,#NAME?
16119, 2/9/2023, 11:54:16.477,NaN
16120, 2/9/2023, 11:54:16.606,NaN
16121, 2/9/2023, 11:54:16.728,NaN
16122, 2/9/2023, 11:54:16.851,NaN
16123, 2/9/2023, 11:54:16.974,NaN
16124, 2/9/2023, 11:54:17.010,NaN
16125, 2/9/2023, 11:54:17.122,NaN
16126, 2/9/2023, 11:54:17.244,NaN
16127, 2/9/2023, 11:54:17.366,NaN
16128, 2/9/2023, 11:54:17.492,NaN
16129, 2/9/2023, 11:54:17.615,NaN
16130, 2/9/2023, 11:54:17.738,-79.141
16131, 2/9/2023, 11:54:17.862,NaN
16132, 2/9/2023, 11:54:17.990,#NAME?
16133, 2/9/2023, 11:54:18.021,NaN
16134, 2/9/2023, 11:54:18.144,#NAME?
16135, 2/9/2023, 11:54:18.266,#NAME?
16136, 2/9/2023, 11:54:18.394,NaN
16137, 2/9/2023, 11:54:18.516,NaN
16138, 2/9/2023, 11:54:18.640,NaN
16139, 2/9/2023, 11:54:18.762,NaN
16140, 2/9/2023, 11:54:18.890,NaN
16141, 2/9/2023, 11:54:18.921,NaN
16142, 2/9/2023, 11:54:18.952,NaN
16143, 2/9/2023, 11:54:18.983,NaN
16144, 2/9/2023, 11:54:19.020,NaN
16145, 2/9/2023, 11:54:19.132,NaN
16146, 2/9/2023, 11:54:19.256,NaN
16147, 2/9/2023, 11:54:19.379,#NAME?
16148, 2/9/2023, 11:54:19.506,NaN
16149, 2/9/2023, 11:54:19.629,NaN
16150, 2/9/2023, 11:54:19.753,NaN
16151, 2/9/2023, 11:54:19.876,#NAME?
16152, 2/9/2023, 11:54:19.912,NaN
16153, 2/9/2023, 11:54:19.964,NaN
16154, 2/9/2023, 11:54:19.995,NaN
16155, 2/9/2023, 11:54:20.026,NaN
16156, 2/9/2023, 11:54:20.127,NaN
16157, 2/9/2023, 11:54:20.249,-83.639
16158, 2/9/2023, 11:54:20.370,NaN
16159, 2/9/2023, 11:54:20.492,NaN
16160, 2/9/2023, 11:54:20.620,NaN
16161, 2/9/2023, 11:54:20.744,NaN
16162, 2/9/2023, 11:54:20.866,NaN
16163, 2/9/2023, 11:54:20.988,NaN
16164, 2/9/2023, 11:54:21.024,NaN
16165, 2/9/2023, 11:54:21.139,NaN
16166, 2/9/2023, 11:54:21.262,NaN
16167, 2/9/2023, 11:54:21.385,NaN
16168, 2/9/2023, 11:54:21.512,NaN
16169, 2/9/2023, 11:54:21.634,NaN
16170, 2/9/2023, 11:54:21.756,NaN
16171, 2/9/2023, 11:54:21.879,NaN
16172, 2/9/2023, 11:54:21.915,NaN
16173, 2/9/2023, 11:54:21.968,NaN
16174, 2/9/2023, 11:54:21.999,NaN
16175, 2/9/2023, 11:54:22.029,NaN
16176, 2/9/2023, 11:54:22.157,NaN
16177, 2/9/2023, 11:54:22.280,NaN
16178, 2/9/2023, 11:54:22.402,NaN
16179, 2/9/2023, 11:54:22.525,#NAME?
16180, 2/9/2023, 11:54:22.652,NaN
16181, 2/9/2023, 11:54:22.773,NaN
16182, 2/9/2023, 11:54:22.895,-76.98
16183, 2/9/2023, 11:54:22.925,NaN
16184, 2/9/2023, 11:54:22.961,NaN
16185, 2/9/2023, 11:54:23.017,NaN
16186, 2/9/2023, 11:54:23.140,NaN
16187, 2/9/2023, 11:54:23.262,NaN
16188, 2/9/2023, 11:54:23.391,NaN
16189, 2/9/2023, 11:54:23.513,NaN
16190, 2/9/2023, 11:54:23.635,#NAME?
16191, 2/9/2023, 11:54:23.757,#NAME?
16192, 2/9/2023, 11:54:23.885,NaN
16193, 2/9/2023, 11:54:23.916,NaN
16194, 2/9/2023, 11:54:23.947,NaN
16195, 2/9/2023, 11:54:23.978,-83.639
16196, 2/9/2023, 11:54:24.017,NaN
16197, 2/9/2023, 11:54:24.128,NaN
16198, 2/9/2023, 11:54:24.252,NaN
16199, 2/9/2023, 11:54:24.374,NaN
16200, 2/9/2023, 11:54:24.502,NaN
16201, 2/9/2023, 11:54:24.624,NaN
16202, 2/9/2023, 11:54:24.747,NaN
16203, 2/9/2023, 11:54:24.869,-75.543
16204, 2/9/2023, 11:54:24.996,NaN
16205, 2/9/2023, 11:54:25.027,NaN
16206, 2/9/2023, 11:54:25.149,NaN
16207, 2/9/2023, 11:54:25.270,#NAME?
16208, 2/9/2023, 11:54:25.399,NaN
16209, 2/9/2023, 11:54:25.523,NaN
16210, 2/9/2023, 11:54:25.645,#NAME?
16211, 2/9/2023, 11:54:25.767,NaN
16212, 2/9/2023, 11:54:25.868,NaN
16213, 2/9/2023, 11:54:25.990,NaN
16214, 2/9/2023, 11:54:26.021,NaN
16215, 2/9/2023, 11:54:26.143,NaN
16216, 2/9/2023, 11:54:26.244,NaN
16217, 2/9/2023, 11:54:26.366,NaN
16218, 2/9/2023, 11:54:26.489,NaN
16219, 2/9/2023, 11:54:26.612,NaN
16220, 2/9/2023, 11:54:26.739,NaN
16221, 2/9/2023, 11:54:26.862,NaN
16222, 2/9/2023, 11:54:26.984,NaN
16223, 2/9/2023, 11:54:27.015,NaN
16224, 2/9/2023, 11:54:27.144,NaN
16225, 2/9/2023, 11:54:27.266,NaN
16226, 2/9/2023, 11:54:27.388,NaN
16227, 2/9/2023, 11:54:27.509,-79.141
16228, 2/9/2023, 11:54:27.637,NaN
16229, 2/9/2023, 11:54:27.761,#NAME?
16230, 2/9/2023, 11:54:27.884,NaN
16231, 2/9/2023, 11:54:27.915,NaN
16232, 2/9/2023, 11:54:27.951,NaN
16233, 2/9/2023, 11:54:28.005,NaN
16234, 2/9/2023, 11:54:28.127,NaN
16235, 2/9/2023, 11:54:28.250,NaN
16236, 2/9/2023, 11:54:28.379,NaN
16237, 2/9/2023, 11:54:28.500,NaN
16238, 2/9/2023, 11:54:28.623,NaN
16239, 2/9/2023, 11:54:28.745,NaN
16240, 2/9/2023, 11:54:28.874,NaN
16241, 2/9/2023, 11:54:28.904,NaN
16242, 2/9/2023, 11:54:28.935,NaN
16243, 2/9/2023, 11:54:28.967,NaN
16244, 2/9/2023, 11:54:29.006,NaN
16245, 2/9/2023, 11:54:29.118,NaN
16246, 2/9/2023, 11:54:29.240,NaN
16247, 2/9/2023, 11:54:29.362,NaN
16248, 2/9/2023, 11:54:29.489,NaN
16249, 2/9/2023, 11:54:29.611,NaN
16250, 2/9/2023, 11:54:29.734,NaN
16251, 2/9/2023, 11:54:29.856,NaN
16252, 2/9/2023, 11:54:29.984,NaN
16253, 2/9/2023, 11:54:30.015,NaN
16254, 2/9/2023, 11:54:30.137,NaN
16255, 2/9/2023, 11:54:30.259,NaN
16256, 2/9/2023, 11:54:30.389,NaN
16257, 2/9/2023, 11:54:30.511,-79.141
16258, 2/9/2023, 11:54:30.634,NaN
16259, 2/9/2023, 11:54:30.756,NaN
16260, 2/9/2023, 11:54:30.885,NaN
16261, 2/9/2023, 11:54:30.916,NaN
16262, 2/9/2023, 11:54:30.946,NaN
16263, 2/9/2023, 11:54:30.977,NaN
16264, 2/9/2023, 11:54:31.016,NaN
16265, 2/9/2023, 11:54:31.129,NaN
16266, 2/9/2023, 11:54:31.251,NaN
16267, 2/9/2023, 11:54:31.373,#NAME?
16268, 2/9/2023, 11:54:31.500,NaN
16269, 2/9/2023, 11:54:31.623,NaN
16270, 2/9/2023, 11:54:31.745,NaN
16271, 2/9/2023, 11:54:31.868,NaN
16272, 2/9/2023, 11:54:31.997,NaN
16273, 2/9/2023, 11:54:32.028,-79.141
16274, 2/9/2023, 11:54:32.151,NaN
16275, 2/9/2023, 11:54:32.274,#NAME?
16276, 2/9/2023, 11:54:32.403,NaN
16277, 2/9/2023, 11:54:32.526,NaN
16278, 2/9/2023, 11:54:32.649,#NAME?
16279, 2/9/2023, 11:54:32.771,NaN
16280, 2/9/2023, 11:54:32.901,NaN
16281, 2/9/2023, 11:54:32.932,NaN
16282, 2/9/2023, 11:54:32.962,NaN
16283, 2/9/2023, 11:54:32.994,NaN
16284, 2/9/2023, 11:54:33.029,NaN
16285, 2/9/2023, 11:54:33.141,NaN
16286, 2/9/2023, 11:54:33.263,NaN
16287, 2/9/2023, 11:54:33.385,NaN
16288, 2/9/2023, 11:54:33.512,#NAME?
16289, 2/9/2023, 11:54:33.635,NaN
16290, 2/9/2023, 11:54:33.758,-83.639
16291, 2/9/2023, 11:54:33.880,NaN
16292, 2/9/2023, 11:54:33.917,NaN
16293, 2/9/2023, 11:54:33.967,NaN
16294, 2/9/2023, 11:54:33.998,NaN
16295, 2/9/2023, 11:54:34.029,NaN
16296, 2/9/2023, 11:54:34.158,NaN
16297, 2/9/2023, 11:54:34.279,NaN
16298, 2/9/2023, 11:54:34.401,NaN
16299, 2/9/2023, 11:54:34.523,NaN
16300, 2/9/2023, 11:54:34.652,NaN
16301, 2/9/2023, 11:54:34.773,NaN
16302, 2/9/2023, 11:54:34.895,NaN
16303, 2/9/2023, 11:54:34.926,NaN
16304, 2/9/2023, 11:54:34.962,NaN
16305, 2/9/2023, 11:54:35.015,NaN
16306, 2/9/2023, 11:54:35.137,NaN
16307, 2/9/2023, 11:54:35.259,NaN
16308, 2/9/2023, 11:54:35.388,-79.141
16309, 2/9/2023, 11:54:35.509,#NAME?
16310, 2/9/2023, 11:54:35.631,NaN
16311, 2/9/2023, 11:54:35.754,NaN
16312, 2/9/2023, 11:54:35.883,NaN
16313, 2/9/2023, 11:54:35.914,NaN
16314, 2/9/2023, 11:54:35.944,-76.98
16315, 2/9/2023, 11:54:35.976,NaN
16316, 2/9/2023, 11:54:36.011,NaN
16317, 2/9/2023, 11:54:36.124,NaN
16318, 2/9/2023, 11:54:36.245,-83.639
16319, 2/9/2023, 11:54:36.368,-76.98
16320, 2/9/2023, 11:54:36.498,NaN
16321, 2/9/2023, 11:54:36.619,NaN
16322, 2/9/2023, 11:54:36.742,NaN
16323, 2/9/2023, 11:54:36.865,NaN
16324, 2/9/2023, 11:54:36.993,NaN
16325, 2/9/2023, 11:54:37.024,NaN
16326, 2/9/2023, 11:54:37.146,NaN
16327, 2/9/2023, 11:54:37.269,NaN
16328, 2/9/2023, 11:54:37.397,NaN
16329, 2/9/2023, 11:54:37.518,-83.639
16330, 2/9/2023, 11:54:37.641,NaN
16331, 2/9/2023, 11:54:37.763,NaN
16332, 2/9/2023, 11:54:37.894,NaN
16333, 2/9/2023, 11:54:37.925,NaN
16334, 2/9/2023, 11:54:37.955,NaN
16335, 2/9/2023, 11:54:37.985,NaN
16336, 2/9/2023, 11:54:38.021,NaN
16337, 2/9/2023, 11:54:38.134,NaN
16338, 2/9/2023, 11:54:38.256,NaN
16339, 2/9/2023, 11:54:38.379,NaN
16340, 2/9/2023, 11:54:38.508,NaN
16341, 2/9/2023, 11:54:38.630,NaN
16342, 2/9/2023, 11:54:38.752,NaN
16343, 2/9/2023, 11:54:38.874,NaN
16344, 2/9/2023, 11:54:38.911,NaN
16345, 2/9/2023, 11:54:38.972,NaN
16346, 2/9/2023, 11:54:39.003,NaN
16347, 2/9/2023, 11:54:39.126,NaN
16348, 2/9/2023, 11:54:39.228,NaN
16349, 2/9/2023, 11:54:39.349,NaN
16350, 2/9/2023, 11:54:39.471,NaN
16351, 2/9/2023, 11:54:39.594,NaN
16352, 2/9/2023, 11:54:39.722,NaN
16353, 2/9/2023, 11:54:39.845,NaN
16354, 2/9/2023, 11:54:39.967,NaN
16355, 2/9/2023, 11:54:39.998,NaN
16356, 2/9/2023, 11:54:40.034,NaN
16357, 2/9/2023, 11:54:40.149,#NAME?
16358, 2/9/2023, 11:54:40.273,NaN
16359, 2/9/2023, 11:54:40.396,NaN
16360, 2/9/2023, 11:54:40.524,NaN
16361, 2/9/2023, 11:54:40.645,NaN
16362, 2/9/2023, 11:54:40.768,-83.639
16363, 2/9/2023, 11:54:40.889,NaN
16364, 2/9/2023, 11:54:40.924,NaN
16365, 2/9/2023, 11:54:40.978,NaN
16366, 2/9/2023, 11:54:41.008,NaN
16367, 2/9/2023, 11:54:41.130,#NAME?
16368, 2/9/2023, 11:54:41.230,NaN
16369, 2/9/2023, 11:54:41.354,NaN
16370, 2/9/2023, 11:54:41.477,NaN
16371, 2/9/2023, 11:54:41.602,#NAME?
16372, 2/9/2023, 11:54:41.731,NaN
16373, 2/9/2023, 11:54:41.855,NaN
16374, 2/9/2023, 11:54:41.979,NaN
16375, 2/9/2023, 11:54:42.010,NaN
16376, 2/9/2023, 11:54:42.139,NaN
16377, 2/9/2023, 11:54:42.262,NaN
16378, 2/9/2023, 11:54:42.385,NaN
16379, 2/9/2023, 11:54:42.509,NaN
16380, 2/9/2023, 11:54:42.614,-83.639
16381, 2/9/2023, 11:54:42.738,#NAME?
16382, 2/9/2023, 11:54:42.862,NaN
16383, 2/9/2023, 11:54:42.985,NaN
16384, 2/9/2023, 11:54:43.022,NaN
16385, 2/9/2023, 11:54:43.147,NaN
16386, 2/9/2023, 11:54:43.270,NaN
16387, 2/9/2023, 11:54:43.394,NaN
16388, 2/9/2023, 11:54:43.497,NaN
16389, 2/9/2023, 11:54:43.619,NaN
16390, 2/9/2023, 11:54:43.742,NaN
16391, 2/9/2023, 11:54:43.866,NaN
16392, 2/9/2023, 11:54:43.994,NaN
16393, 2/9/2023, 11:54:44.025,NaN
16394, 2/9/2023, 11:54:44.147,NaN
16395, 2/9/2023, 11:54:44.270,#NAME?
16396, 2/9/2023, 11:54:44.397,NaN
16397, 2/9/2023, 11:54:44.519,NaN
16398, 2/9/2023, 11:54:44.641,NaN
16399, 2/9/2023, 11:54:44.764,NaN
16400, 2/9/2023, 11:54:44.892,NaN
16401, 2/9/2023, 11:54:44.922,NaN
16402, 2/9/2023, 11:54:44.953,NaN
16403, 2/9/2023, 11:54:44.984,NaN
16404, 2/9/2023, 11:54:45.019,NaN
16405, 2/9/2023, 11:54:45.138,NaN
16406, 2/9/2023, 11:54:45.261,NaN
16407, 2/9/2023, 11:54:45.384,NaN
16408, 2/9/2023, 11:54:45.514,NaN
16409, 2/9/2023, 11:54:45.637,NaN
16410, 2/9/2023, 11:54:45.759,NaN
16411, 2/9/2023, 11:54:45.881,NaN
16412, 2/9/2023, 11:54:45.917,NaN
16413, 2/9/2023, 11:54:45.972,NaN
16414, 2/9/2023, 11:54:46.004,NaN
16415, 2/9/2023, 11:54:46.126,NaN
16416, 2/9/2023, 11:54:46.254,#NAME?
16417, 2/9/2023, 11:54:46.378,NaN
16418, 2/9/2023, 11:54:46.501,NaN
16419, 2/9/2023, 11:54:46.622,#NAME?
16420, 2/9/2023, 11:54:46.750,NaN
16421, 2/9/2023, 11:54:46.872,NaN
16422, 2/9/2023, 11:54:46.902,NaN
16423, 2/9/2023, 11:54:46.933,NaN
16424, 2/9/2023, 11:54:46.969,NaN
16425, 2/9/2023, 11:54:47.024,NaN
16426, 2/9/2023, 11:54:47.146,#NAME?
16427, 2/9/2023, 11:54:47.269,NaN
16428, 2/9/2023, 11:54:47.369,NaN
16429, 2/9/2023, 11:54:47.492,NaN
16430, 2/9/2023, 11:54:47.614,#NAME?
16431, 2/9/2023, 11:54:47.736,NaN
16432, 2/9/2023, 11:54:47.864,NaN
16433, 2/9/2023, 11:54:47.986,NaN
16434, 2/9/2023, 11:54:48.017,NaN
16435, 2/9/2023, 11:54:48.140,NaN
16436, 2/9/2023, 11:54:48.267,NaN
16437, 2/9/2023, 11:54:48.390,NaN
16438, 2/9/2023, 11:54:48.512,NaN
16439, 2/9/2023, 11:54:48.634,NaN
16440, 2/9/2023, 11:54:48.762,NaN
16441, 2/9/2023, 11:54:48.884,NaN
16442, 2/9/2023, 11:54:48.915,NaN
16443, 2/9/2023, 11:54:48.946,NaN
16444, 2/9/2023, 11:54:48.982,NaN
16445, 2/9/2023, 11:54:49.039,NaN
16446, 2/9/2023, 11:54:49.162,#NAME?
16447, 2/9/2023, 11:54:49.284,NaN
16448, 2/9/2023, 11:54:49.412,NaN
16449, 2/9/2023, 11:54:49.534,NaN
16450, 2/9/2023, 11:54:49.656,NaN
16451, 2/9/2023, 11:54:49.779,NaN
16452, 2/9/2023, 11:54:49.908,NaN
16453, 2/9/2023, 11:54:49.938,NaN
16454, 2/9/2023, 11:54:49.970,NaN
16455, 2/9/2023, 11:54:50.001,NaN
16456, 2/9/2023, 11:54:50.128,NaN
16457, 2/9/2023, 11:54:50.250,NaN
16458, 2/9/2023, 11:54:50.372,NaN
16459, 2/9/2023, 11:54:50.494,NaN
16460, 2/9/2023, 11:54:50.594,NaN
16461, 2/9/2023, 11:54:50.716,NaN
16462, 2/9/2023, 11:54:50.838,NaN
16463, 2/9/2023, 11:54:50.959,NaN
16464, 2/9/2023, 11:54:50.995,NaN
16465, 2/9/2023, 11:54:51.049,NaN
16466, 2/9/2023, 11:54:51.170,NaN
16467, 2/9/2023, 11:54:51.293,NaN
16468, 2/9/2023, 11:54:51.421,NaN
16469, 2/9/2023, 11:54:51.543,NaN
16470, 2/9/2023, 11:54:51.666,NaN
16471, 2/9/2023, 11:54:51.788,#NAME?
16472, 2/9/2023, 11:54:51.888,NaN
16473, 2/9/2023, 11:54:51.919,NaN
16474, 2/9/2023, 11:54:51.949,NaN
16475, 2/9/2023, 11:54:51.980,NaN
16476, 2/9/2023, 11:54:52.016,NaN
16477, 2/9/2023, 11:54:52.133,NaN
16478, 2/9/2023, 11:54:52.255,NaN
16479, 2/9/2023, 11:54:52.377,NaN
16480, 2/9/2023, 11:54:52.506,NaN
16481, 2/9/2023, 11:54:52.629,NaN
16482, 2/9/2023, 11:54:52.751,NaN
16483, 2/9/2023, 11:54:52.874,NaN
16484, 2/9/2023, 11:54:52.911,NaN
16485, 2/9/2023, 11:54:52.966,NaN
16486, 2/9/2023, 11:54:52.996,NaN
16487, 2/9/2023, 11:54:53.027,NaN
16488, 2/9/2023, 11:54:53.155,NaN
16489, 2/9/2023, 11:54:53.278,NaN
16490, 2/9/2023, 11:54:53.400,NaN
16491, 2/9/2023, 11:54:53.523,#NAME?
16492, 2/9/2023, 11:54:53.649,NaN
16493, 2/9/2023, 11:54:53.772,NaN
16494, 2/9/2023, 11:54:53.894,NaN
16495, 2/9/2023, 11:54:53.925,NaN
16496, 2/9/2023, 11:54:53.961,NaN
16497, 2/9/2023, 11:54:54.014,NaN
16498, 2/9/2023, 11:54:54.136,NaN
16499, 2/9/2023, 11:54:54.258,NaN
16500, 2/9/2023, 11:54:54.386,NaN
16501, 2/9/2023, 11:54:54.508,#NAME?
16502, 2/9/2023, 11:54:54.632,#NAME?
16503, 2/9/2023, 11:54:54.755,NaN
16504, 2/9/2023, 11:54:54.886,NaN
16505, 2/9/2023, 11:54:54.916,NaN
16506, 2/9/2023, 11:54:54.947,NaN
16507, 2/9/2023, 11:54:54.977,NaN
16508, 2/9/2023, 11:54:55.013,NaN
16509, 2/9/2023, 11:54:55.130,-79.141
16510, 2/9/2023, 11:54:55.251,NaN
16511, 2/9/2023, 11:54:55.374,-79.141
16512, 2/9/2023, 11:54:55.501,NaN
16513, 2/9/2023, 11:54:55.623,NaN
16514, 2/9/2023, 11:54:55.745,NaN
16515, 2/9/2023, 11:54:55.867,NaN
16516, 2/9/2023, 11:54:55.995,NaN
16517, 2/9/2023, 11:54:56.026,NaN
16518, 2/9/2023, 11:54:56.147,NaN
16519, 2/9/2023, 11:54:56.269,NaN
16520, 2/9/2023, 11:54:56.397,NaN
16521, 2/9/2023, 11:54:56.519,NaN
16522, 2/9/2023, 11:54:56.642,NaN
16523, 2/9/2023, 11:54:56.766,#NAME?
16524, 2/9/2023, 11:54:56.868,NaN
16525, 2/9/2023, 11:54:56.990,NaN
16526, 2/9/2023, 11:54:57.021,NaN
16527, 2/9/2023, 11:54:57.145,NaN
16528, 2/9/2023, 11:54:57.275,NaN
16529, 2/9/2023, 11:54:57.397,#NAME?
16530, 2/9/2023, 11:54:57.520,NaN
16531, 2/9/2023, 11:54:57.643,NaN
16532, 2/9/2023, 11:54:57.771,NaN
16533, 2/9/2023, 11:54:57.894,NaN
16534, 2/9/2023, 11:54:57.925,-79.141
16535, 2/9/2023, 11:54:57.956,NaN
16536, 2/9/2023, 11:54:57.992,NaN
16537, 2/9/2023, 11:54:58.046,NaN
16538, 2/9/2023, 11:54:58.169,NaN
16539, 2/9/2023, 11:54:58.291,NaN
16540, 2/9/2023, 11:54:58.419,NaN
16541, 2/9/2023, 11:54:58.540,NaN
16542, 2/9/2023, 11:54:58.664,NaN
16543, 2/9/2023, 11:54:58.786,#NAME?
16544, 2/9/2023, 11:54:58.887,NaN
16545, 2/9/2023, 11:54:58.917,NaN
16546, 2/9/2023, 11:54:58.948,NaN
16547, 2/9/2023, 11:54:58.979,NaN
16548, 2/9/2023, 11:54:59.016,NaN
16549, 2/9/2023, 11:54:59.132,NaN
16550, 2/9/2023, 11:54:59.256,NaN
16551, 2/9/2023, 11:54:59.378,-83.639
16552, 2/9/2023, 11:54:59.506,NaN
16553, 2/9/2023, 11:54:59.627,NaN
16554, 2/9/2023, 11:54:59.751,NaN
16555, 2/9/2023, 11:54:59.875,NaN
16556, 2/9/2023, 11:54:59.911,NaN
16557, 2/9/2023, 11:54:59.966,NaN
16558, 2/9/2023, 11:54:59.996,NaN
16559, 2/9/2023, 11:55:00.027,NaN
16560, 2/9/2023, 11:55:00.128,NaN
16561, 2/9/2023, 11:55:00.250,NaN
16562, 2/9/2023, 11:55:00.371,NaN
16563, 2/9/2023, 11:55:00.495,NaN
16564, 2/9/2023, 11:55:00.622,NaN
16565, 2/9/2023, 11:55:00.744,NaN
16566, 2/9/2023, 11:55:00.866,-75.543
16567, 2/9/2023, 11:55:00.988,NaN
16568, 2/9/2023, 11:55:01.024,NaN
16569, 2/9/2023, 11:55:01.139,NaN
16570, 2/9/2023, 11:55:01.262,NaN
16571, 2/9/2023, 11:55:01.384,NaN
16572, 2/9/2023, 11:55:01.484,NaN
16573, 2/9/2023, 11:55:01.606,NaN
16574, 2/9/2023, 11:55:01.729,NaN
16575, 2/9/2023, 11:55:01.852,NaN
16576, 2/9/2023, 11:55:01.979,NaN
16577, 2/9/2023, 11:55:02.010,NaN
16578, 2/9/2023, 11:55:02.132,NaN
16579, 2/9/2023, 11:55:02.255,NaN
16580, 2/9/2023, 11:55:02.383,NaN
16581, 2/9/2023, 11:55:02.504,NaN
16582, 2/9/2023, 11:55:02.628,NaN
16583, 2/9/2023, 11:55:02.751,NaN
16584, 2/9/2023, 11:55:02.854,NaN
16585, 2/9/2023, 11:55:02.976,NaN
16586, 2/9/2023, 11:55:03.007,NaN
16587, 2/9/2023, 11:55:03.129,NaN
16588, 2/9/2023, 11:55:03.256,NaN
16589, 2/9/2023, 11:55:03.379,NaN
16590, 2/9/2023, 11:55:03.502,NaN
16591, 2/9/2023, 11:55:03.625,NaN
16592, 2/9/2023, 11:55:03.753,NaN
16593, 2/9/2023, 11:55:03.875,NaN
16594, 2/9/2023, 11:55:03.905,NaN
16595, 2/9/2023, 11:55:03.935,NaN
16596, 2/9/2023, 11:55:03.971,NaN
16597, 2/9/2023, 11:55:04.029,-83.639
16598, 2/9/2023, 11:55:04.153,NaN
16599, 2/9/2023, 11:55:04.275,NaN
16600, 2/9/2023, 11:55:04.403,NaN
16601, 2/9/2023, 11:55:04.526,NaN
16602, 2/9/2023, 11:55:04.648,NaN
16603, 2/9/2023, 11:55:04.770,NaN
16604, 2/9/2023, 11:55:04.898,NaN
16605, 2/9/2023, 11:55:04.929,NaN
16606, 2/9/2023, 11:55:04.960,NaN
16607, 2/9/2023, 11:55:04.991,NaN
16608, 2/9/2023, 11:55:05.026,NaN
16609, 2/9/2023, 11:55:05.141,NaN
16610, 2/9/2023, 11:55:05.264,NaN
16611, 2/9/2023, 11:55:05.388,NaN
16612, 2/9/2023, 11:55:05.518,NaN
16613, 2/9/2023, 11:55:05.641,#NAME?
16614, 2/9/2023, 11:55:05.764,NaN
16615, 2/9/2023, 11:55:05.886,#NAME?
16616, 2/9/2023, 11:55:05.922,NaN
16617, 2/9/2023, 11:55:05.978,NaN
16618, 2/9/2023, 11:55:06.009,NaN
16619, 2/9/2023, 11:55:06.129,NaN
16620, 2/9/2023, 11:55:06.258,NaN
16621, 2/9/2023, 11:55:06.379,-77.342
16622, 2/9/2023, 11:55:06.500,NaN
